ID_Mahasiswa,Prodi,IPK,IPS_Terakhir,Persentase_Kehadiran,SKS_Lulus,Jumlah_Organisasi,Kondisi_Ekonomi,Kualitas_Akses_Internet,Pengalaman_Magang,Jumlah_Sertifikasi,Aktivitas_Sosial_Skor,Status_Pekerjaan,Dukungan_Keluarga,Skor_Softskill,Kelulusan_Tepat_Waktu,Arah_Karier
MHS01030,Manajemen,3.12,3.45,80,120,1,Rendah,Baik,Ya,2,7,Tidak Bekerja,4,6,Tepat Waktu,Lanjut Studi
MHS01031,Komputer,3.1,3.18,64,93,4,Tinggi,Baik,Ya,2,4,Part-time,1,5,Tidak Tepat Waktu,Data Analyst
MHS01032,Bisnis Digital,2.56,2.48,74,93,2,Tinggi,Baik,Ya,3,6,Tidak Bekerja,4,6,Tidak Tepat Waktu,Digital Marketing
MHS01033,Komputer,3.56,3.67,85,133,0,Menengah,Cukup,Ya,2,6,Part-time,4,7,Tepat Waktu,Wirausaha Digital
MHS01034,Komputer,3.51,4.0,89,127,3,Menengah,Cukup,Ya,4,10,Freelance,4,7,Tepat Waktu,Software Developer
MHS01035,Bisnis Digital,2.67,2.86,86,110,1,Menengah,Cukup,Tidak,1,10,Part-time,4,9,Tidak Tepat Waktu,Startup
MHS01036,Komputer,4.0,4.0,90,129,2,Rendah,Cukup,Ya,3,6,Freelance,5,4,Tepat Waktu,Industri Teknologi
MHS01037,Komputer,3.42,3.28,71,121,2,Rendah,Baik,Ya,1,3,Tidak Bekerja,1,6,Tepat Waktu,Data Analyst
MHS01038,Bisnis Digital,2.8,2.97,79,123,1,Menengah,Baik,Ya,3,8,Tidak Bekerja,4,7,Tidak Tepat Waktu,E-Commerce
MHS01039,Komputer,2.86,2.96,68,111,0,Tinggi,Cukup,Ya,2,5,Tidak Bekerja,2,6,Tidak Tepat Waktu,Startup
MHS01040,Bisnis Digital,3.47,3.55,88,110,2,Menengah,Baik,Tidak,2,4,Part-time,2,5,Tepat Waktu,Content Strategist
MHS01041,Manajemen,3.17,2.81,70,110,1,Rendah,Kurang,Tidak,1,4,Freelance,4,7,Tidak Tepat Waktu,Industri Manajemen
MHS01042,Bisnis Digital,3.74,3.42,100,111,0,Tinggi,Baik,Ya,5,5,Tidak Bekerja,2,5,Tepat Waktu,Lanjut Studi
MHS01043,Komputer,3.11,2.73,74,116,3,Rendah,Kurang,Ya,2,5,Tidak Bekerja,2,9,Tidak Tepat Waktu,Startup
MHS01044,Manajemen,3.36,3.35,86,130,0,Rendah,Cukup,Ya,5,3,Freelance,2,7,Tepat Waktu,Industri Manajemen
MHS01045,Bisnis Digital,2.81,2.74,77,106,3,Menengah,Cukup,Ya,3,5,Tidak Bekerja,2,10,Tidak Tepat Waktu,Startup
MHS01046,Manajemen,3.14,2.94,83,132,4,Menengah,Cukup,Ya,1,8,Part-time,2,8,Tepat Waktu,Wirausaha
MHS01047,Komputer,2.8,3.12,78,113,1,Menengah,Cukup,Tidak,4,3,Tidak Bekerja,3,7,Tidak Tepat Waktu,Lanjut Studi
MHS01048,Manajemen,3.29,2.8,89,107,2,Menengah,Cukup,Ya,2,7,Part-time,4,7,Tepat Waktu,Wirausaha
MHS01049,Bisnis Digital,3.55,3.82,84,135,2,Menengah,Kurang,Tidak,4,9,Tidak Bekerja,3,8,Tepat Waktu,Startup
MHS01050,Manajemen,2.83,2.83,81,134,1,Tinggi,Baik,Ya,1,6,Part-time,2,6,Tidak Tepat Waktu,Marketing
MHS01051,Komputer,3.26,3.24,100,122,3,Menengah,Cukup,Ya,4,7,Tidak Bekerja,1,7,Tepat Waktu,Software Developer
MHS01052,Komputer,2.77,2.88,66,83,2,Rendah,Kurang,Tidak,1,5,Freelance,2,8,Tidak Tepat Waktu,Industri Teknologi
MHS01053,Bisnis Digital,3.6,3.27,86,114,2,Menengah,Cukup,Ya,4,10,Freelance,4,8,Tepat Waktu,Startup
MHS01054,Komputer,2.91,3.27,74,117,5,Tinggi,Baik,Ya,4,6,Tidak Bekerja,5,6,Tepat Waktu,Startup
MHS01055,Manajemen,2.92,2.87,83,124,3,Rendah,Kurang,Ya,1,9,Tidak Bekerja,5,7,Tidak Tepat Waktu,Industri Manajemen
MHS01056,Bisnis Digital,2.97,3.06,78,129,3,Menengah,Cukup,Ya,5,8,Tidak Bekerja,3,7,Tepat Waktu,Digital Marketing
MHS01057,Komputer,3.69,3.67,85,127,3,Menengah,Kurang,Ya,4,4,Freelance,3,8,Tepat Waktu,Data Analyst
MHS01058,Manajemen,3.58,3.59,95,142,1,Tinggi,Baik,Ya,4,6,Part-time,2,6,Tepat Waktu,Wirausaha
MHS01059,Manajemen,3.36,3.14,79,109,3,Menengah,Kurang,Ya,3,6,Freelance,1,8,Tepat Waktu,Marketing
MHS01060,Manajemen,3.33,3.27,86,126,4,Menengah,Cukup,Ya,0,3,Tidak Bekerja,3,6,Tepat Waktu,Industri Manajemen
MHS01061,Komputer,3.67,3.89,94,143,0,Rendah,Kurang,Ya,3,4,Freelance,4,4,Tepat Waktu,Lanjut Studi
MHS01062,Manajemen,3.36,3.54,77,100,4,Rendah,Kurang,Tidak,1,4,Part-time,3,6,Tidak Tepat Waktu,Marketing
MHS01063,Manajemen,3.42,3.04,78,110,1,Menengah,Cukup,Ya,2,3,Tidak Bekerja,4,9,Tepat Waktu,Pemerintahan
MHS01064,Bisnis Digital,3.48,3.19,95,120,2,Menengah,Baik,Ya,5,4,Part-time,3,8,Tepat Waktu,Digital Marketing
MHS01065,Komputer,3.67,3.87,91,130,2,Menengah,Baik,Ya,0,9,Part-time,4,5,Tepat Waktu,Industri Teknologi
MHS01066,Bisnis Digital,3.64,3.53,69,91,0,Menengah,Cukup,Ya,5,6,Freelance,3,7,Tepat Waktu,Digital Marketing
MHS01067,Komputer,2.72,2.76,85,131,2,Menengah,Cukup,Ya,2,7,Part-time,2,5,Tidak Tepat Waktu,Software Developer
MHS01068,Komputer,3.37,3.04,90,130,2,Menengah,Cukup,Ya,5,4,Tidak Bekerja,3,5,Tepat Waktu,Industri Teknologi
MHS01069,Komputer,3.2,3.4,76,111,3,Menengah,Baik,Ya,1,8,Tidak Bekerja,4,9,Tepat Waktu,Data Analyst
MHS01070,Komputer,4.0,3.92,92,134,4,Menengah,Kurang,Tidak,2,8,Tidak Bekerja,4,7,Tepat Waktu,Industri Teknologi
MHS01071,Bisnis Digital,3.06,3.11,69,124,0,Rendah,Kurang,Ya,5,5,Tidak Bekerja,3,9,Tepat Waktu,Digital Marketing
MHS01072,Bisnis Digital,2.8,2.81,71,117,0,Menengah,Baik,Ya,4,7,Tidak Bekerja,4,5,Tidak Tepat Waktu,Wirausaha Digital
MHS01073,Bisnis Digital,3.31,3.32,97,123,0,Rendah,Kurang,Tidak,1,2,Tidak Bekerja,3,7,Tepat Waktu,Startup
MHS01074,Bisnis Digital,3.32,3.09,93,123,2,Tinggi,Baik,Ya,4,9,Tidak Bekerja,4,10,Tepat Waktu,E-Commerce
MHS01075,Manajemen,2.82,2.72,65,118,2,Tinggi,Cukup,Tidak,2,7,Tidak Bekerja,3,7,Tidak Tepat Waktu,Industri Manajemen
MHS01076,Komputer,3.27,3.89,79,116,2,Rendah,Cukup,Ya,3,7,Freelance,4,7,Tepat Waktu,Startup
MHS01077,Bisnis Digital,3.41,3.97,96,110,1,Menengah,Baik,Tidak,2,5,Part-time,2,8,Tepat Waktu,Digital Marketing
MHS01078,Bisnis Digital,3.58,3.59,74,126,2,Menengah,Kurang,Tidak,3,8,Part-time,4,8,Tepat Waktu,Wirausaha Digital
MHS01079,Manajemen,3.35,3.54,90,101,1,Menengah,Cukup,Tidak,2,5,Freelance,4,9,Tepat Waktu,Marketing
MHS01080,Komputer,3.15,2.99,97,141,2,Tinggi,Baik,Tidak,3,1,Tidak Bekerja,2,3,Tepat Waktu,Startup
MHS01081,Manajemen,3.87,4.0,95,123,3,Tinggi,Baik,Tidak,5,5,Part-time,3,7,Tepat Waktu,Industri Manajemen
MHS01082,Bisnis Digital,3.87,3.96,71,125,3,Menengah,Cukup,Ya,5,9,Part-time,4,5,Tepat Waktu,Digital Marketing
MHS01083,Manajemen,3.23,3.54,77,115,3,Menengah,Kurang,Ya,0,5,Part-time,1,9,Tepat Waktu,Industri Manajemen
MHS01084,Komputer,3.29,3.35,91,125,2,Menengah,Baik,Ya,6,5,Tidak Bekerja,3,5,Tepat Waktu,Software Developer
MHS01085,Komputer,2.98,2.79,83,118,2,Rendah,Baik,Tidak,1,4,Freelance,3,7,Tidak Tepat Waktu,Lanjut Studi
MHS01086,Bisnis Digital,3.66,3.75,80,115,3,Rendah,Baik,Ya,3,7,Tidak Bekerja,3,7,Tepat Waktu,E-Commerce
MHS01087,Manajemen,3.31,3.31,79,133,1,Tinggi,Baik,Ya,4,6,Tidak Bekerja,3,6,Tepat Waktu,Human Resource
MHS01088,Manajemen,2.82,2.52,82,127,3,Rendah,Kurang,Ya,1,9,Tidak Bekerja,3,7,Tidak Tepat Waktu,Industri Manajemen
MHS01089,Komputer,3.63,3.9,92,121,1,Menengah,Cukup,Tidak,2,4,Freelance,3,7,Tepat Waktu,Data Analyst
MHS01090,Komputer,3.36,3.21,83,98,2,Rendah,Cukup,Ya,0,8,Part-time,3,9,Tepat Waktu,Software Developer
MHS01091,Manajemen,3.35,3.33,74,109,4,Menengah,Baik,Tidak,2,7,Tidak Bekerja,2,6,Tepat Waktu,Marketing
MHS01092,Bisnis Digital,2.98,2.84,60,123,0,Tinggi,Kurang,Ya,6,1,Freelance,2,10,Tidak Tepat Waktu,Digital Marketing
MHS01093,Manajemen,3.43,3.86,92,129,2,Rendah,Baik,Ya,0,6,Part-time,3,8,Tepat Waktu,Wirausaha
MHS01094,Bisnis Digital,2.73,2.83,71,106,4,Rendah,Baik,Ya,4,9,Tidak Bekerja,2,8,Tidak Tepat Waktu,Digital Marketing
MHS01095,Manajemen,3.5,3.67,91,113,2,Menengah,Baik,Ya,3,7,Tidak Bekerja,2,6,Tepat Waktu,Industri Manajemen
MHS01096,Bisnis Digital,3.22,3.4,76,128,2,Tinggi,Kurang,Tidak,4,7,Tidak Bekerja,2,8,Tepat Waktu,E-Commerce
MHS01097,Bisnis Digital,3.16,3.33,69,125,2,Menengah,Baik,Ya,7,3,Tidak Bekerja,3,6,Tepat Waktu,Wirausaha Digital
MHS01098,Manajemen,2.68,2.68,85,109,1,Menengah,Baik,Ya,4,9,Part-time,3,6,Tidak Tepat Waktu,Industri Manajemen
MHS01099,Bisnis Digital,3.24,3.02,72,117,2,Menengah,Baik,Tidak,5,5,Tidak Bekerja,3,7,Tepat Waktu,Content Strategist
MHS01100,Komputer,3.76,3.86,94,144,1,Menengah,Cukup,Ya,3,7,Freelance,3,7,Tepat Waktu,Startup
MHS01101,Manajemen,4.0,4.0,95,144,0,Tinggi,Kurang,Ya,0,5,Tidak Bekerja,3,8,Tepat Waktu,Industri Manajemen
MHS01102,Bisnis Digital,2.66,2.4,79,123,2,Rendah,Kurang,Tidak,3,7,Freelance,1,7,Tidak Tepat Waktu,Startup
MHS01103,Bisnis Digital,3.24,3.08,77,117,0,Menengah,Kurang,Ya,6,7,Freelance,3,6,Tepat Waktu,Lanjut Studi
MHS01104,Manajemen,3.05,2.99,76,131,2,Menengah,Kurang,Tidak,2,7,Freelance,3,8,Tidak Tepat Waktu,Marketing
MHS01105,Komputer,2.86,2.72,82,114,0,Menengah,Cukup,Tidak,2,3,Freelance,3,7,Tidak Tepat Waktu,Startup
MHS01106,Manajemen,3.15,2.92,81,110,3,Menengah,Cukup,Ya,1,4,Part-time,2,6,Tidak Tepat Waktu,Pemerintahan
MHS01107,Komputer,3.16,3.3,98,131,3,Rendah,Cukup,Ya,5,4,Tidak Bekerja,3,8,Tepat Waktu,Data Analyst
MHS01108,Komputer,3.16,3.06,90,112,0,Rendah,Kurang,Tidak,5,4,Freelance,2,6,Tidak Tepat Waktu,Data Analyst
MHS01109,Komputer,2.91,2.82,86,115,2,Menengah,Cukup,Tidak,4,8,Tidak Bekerja,4,5,Tidak Tepat Waktu,Wirausaha Digital
MHS01110,Bisnis Digital,2.58,2.49,68,108,2,Menengah,Baik,Ya,3,6,Freelance,3,9,Tidak Tepat Waktu,Digital Marketing
MHS01111,Komputer,3.58,3.72,97,115,2,Rendah,Cukup,Tidak,3,7,Tidak Bekerja,4,6,Tepat Waktu,Industri Teknologi
MHS01112,Manajemen,3.5,2.91,85,123,2,Menengah,Kurang,Ya,1,5,Tidak Bekerja,3,7,Tepat Waktu,Marketing
MHS01113,Manajemen,3.12,3.12,77,117,2,Menengah,Cukup,Tidak,0,7,Part-time,1,6,Tidak Tepat Waktu,Wirausaha
MHS01114,Komputer,3.11,3.14,74,97,3,Menengah,Cukup,Tidak,4,5,Freelance,5,9,Tepat Waktu,Startup
MHS01115,Bisnis Digital,3.5,3.44,85,144,3,Rendah,Cukup,Ya,5,7,Tidak Bekerja,4,8,Tepat Waktu,E-Commerce
MHS01116,Manajemen,3.44,3.42,90,117,1,Menengah,Cukup,Tidak,0,6,Tidak Bekerja,4,5,Tepat Waktu,Marketing
MHS01117,Manajemen,3.38,3.68,68,109,4,Rendah,Kurang,Tidak,1,6,Tidak Bekerja,2,7,Tepat Waktu,Human Resource
MHS01118,Bisnis Digital,2.97,2.72,83,110,2,Menengah,Kurang,Ya,4,5,Tidak Bekerja,4,7,Tidak Tepat Waktu,Startup
MHS01119,Manajemen,3.49,3.5,97,102,2,Menengah,Baik,Ya,5,7,Tidak Bekerja,2,5,Tepat Waktu,Pemerintahan
MHS01120,Manajemen,3.51,3.52,77,111,1,Menengah,Cukup,Tidak,2,6,Freelance,2,6,Tepat Waktu,Industri Manajemen
MHS01121,Bisnis Digital,2.98,3.16,69,116,1,Rendah,Kurang,Tidak,3,3,Freelance,3,8,Tidak Tepat Waktu,Digital Marketing
MHS01122,Manajemen,3.37,3.48,73,118,0,Rendah,Cukup,Ya,2,3,Tidak Bekerja,4,6,Tepat Waktu,Human Resource
MHS01123,Komputer,3.54,3.73,91,102,1,Rendah,Cukup,Ya,4,8,Part-time,2,6,Tepat Waktu,Data Analyst
MHS01124,Manajemen,3.09,3.24,80,109,1,Menengah,Cukup,Ya,3,2,Tidak Bekerja,2,6,Tepat Waktu,Marketing
MHS01125,Bisnis Digital,3.6,3.56,92,115,2,Menengah,Cukup,Tidak,5,7,Part-time,4,6,Tepat Waktu,Digital Marketing
MHS01126,Manajemen,3.31,2.91,92,122,1,Rendah,Baik,Ya,2,1,Freelance,2,5,Tepat Waktu,Human Resource
MHS01127,Manajemen,3.17,2.93,94,118,2,Tinggi,Cukup,Ya,1,6,Part-time,5,8,Tepat Waktu,Industri Manajemen
MHS01128,Bisnis Digital,3.02,3.58,76,127,0,Rendah,Cukup,Ya,3,6,Part-time,3,6,Tepat Waktu,Wirausaha Digital
MHS01129,Komputer,3.17,2.78,89,127,0,Menengah,Cukup,Ya,4,1,Freelance,2,5,Tepat Waktu,Software Developer
MHS01130,Komputer,3.56,3.31,85,96,3,Rendah,Baik,Ya,2,6,Tidak Bekerja,3,7,Tepat Waktu,Wirausaha Digital
MHS01131,Bisnis Digital,2.63,2.99,77,113,4,Tinggi,Baik,Tidak,4,6,Part-time,4,5,Tidak Tepat Waktu,Digital Marketing
MHS01132,Komputer,2.66,2.26,81,124,2,Menengah,Kurang,Ya,3,7,Part-time,3,9,Tidak Tepat Waktu,Startup
MHS01133,Bisnis Digital,3.26,3.07,91,109,0,Menengah,Baik,Ya,2,6,Tidak Bekerja,4,8,Tepat Waktu,Startup
MHS01134,Komputer,3.09,2.98,79,124,2,Rendah,Cukup,Ya,4,7,Tidak Bekerja,2,7,Tepat Waktu,Software Developer
MHS01135,Manajemen,3.39,3.01,83,126,2,Tinggi,Baik,Ya,1,8,Part-time,2,9,Tepat Waktu,Industri Manajemen
MHS01136,Manajemen,3.22,3.23,71,138,1,Menengah,Cukup,Ya,1,5,Tidak Bekerja,3,5,Tepat Waktu,Industri Manajemen
MHS01137,Manajemen,3.21,3.2,69,109,2,Tinggi,Baik,Ya,1,7,Tidak Bekerja,4,7,Tepat Waktu,Wirausaha
MHS01138,Manajemen,3.65,3.72,86,94,1,Menengah,Cukup,Tidak,1,5,Freelance,1,5,Tepat Waktu,Lanjut Studi
MHS01139,Manajemen,3.23,3.12,85,125,2,Rendah,Baik,Ya,1,3,Part-time,2,7,Tepat Waktu,Human Resource
MHS01140,Komputer,3.05,3.0,94,112,0,Tinggi,Baik,Ya,2,4,Tidak Bekerja,3,5,Tepat Waktu,Software Developer
MHS01141,Komputer,3.03,3.17,75,126,3,Menengah,Cukup,Ya,2,2,Tidak Bekerja,2,5,Tidak Tepat Waktu,Startup
MHS01142,Manajemen,3.46,3.35,82,118,3,Menengah,Cukup,Ya,6,6,Tidak Bekerja,3,8,Tepat Waktu,Industri Manajemen
MHS01143,Manajemen,3.29,3.36,89,129,1,Rendah,Cukup,Tidak,2,1,Tidak Bekerja,2,6,Tepat Waktu,Industri Manajemen
MHS01144,Bisnis Digital,3.13,3.38,75,114,2,Menengah,Cukup,Ya,3,7,Freelance,4,8,Tepat Waktu,E-Commerce
MHS01145,Bisnis Digital,3.32,3.27,88,98,0,Menengah,Cukup,Ya,3,6,Freelance,3,7,Tepat Waktu,E-Commerce
MHS01146,Manajemen,3.42,3.27,78,113,5,Tinggi,Cukup,Tidak,0,7,Tidak Bekerja,4,6,Tepat Waktu,Industri Manajemen
MHS01147,Komputer,3.48,3.34,93,111,0,Menengah,Baik,Ya,1,8,Tidak Bekerja,5,7,Tepat Waktu,Lanjut Studi
MHS01148,Bisnis Digital,2.71,2.72,69,110,1,Menengah,Baik,Ya,2,8,Freelance,4,9,Tidak Tepat Waktu,Startup
MHS01149,Komputer,3.1,3.56,99,112,2,Tinggi,Baik,Ya,4,7,Part-time,3,8,Tepat Waktu,Software Developer
MHS01150,Manajemen,3.21,3.28,91,120,1,Menengah,Kurang,Ya,3,6,Part-time,4,7,Tepat Waktu,Marketing
MHS01151,Manajemen,3.58,3.28,97,127,2,Menengah,Baik,Ya,2,4,Tidak Bekerja,3,6,Tepat Waktu,Pemerintahan
MHS01152,Bisnis Digital,3.4,3.77,83,117,2,Menengah,Cukup,Ya,2,3,Part-time,3,7,Tepat Waktu,Startup
MHS01153,Bisnis Digital,3.41,3.43,88,136,5,Rendah,Cukup,Tidak,4,6,Tidak Bekerja,3,8,Tepat Waktu,Wirausaha Digital
MHS01154,Bisnis Digital,3.33,3.33,88,134,0,Tinggi,Baik,Ya,1,3,Part-time,5,9,Tepat Waktu,E-Commerce
MHS01155,Komputer,2.53,2.12,69,94,1,Tinggi,Kurang,Ya,3,6,Tidak Bekerja,3,6,Tidak Tepat Waktu,Software Developer
MHS01156,Manajemen,3.11,2.58,73,110,0,Menengah,Cukup,Ya,4,3,Tidak Bekerja,2,10,Tidak Tepat Waktu,Human Resource
MHS01157,Manajemen,2.52,2.59,87,127,1,Rendah,Baik,Tidak,2,8,Tidak Bekerja,2,7,Tidak Tepat Waktu,Human Resource
MHS01158,Manajemen,3.4,3.29,100,115,1,Rendah,Kurang,Ya,4,4,Tidak Bekerja,5,7,Tepat Waktu,Human Resource
MHS01159,Komputer,3.72,3.46,98,136,0,Rendah,Kurang,Ya,6,5,Tidak Bekerja,2,7,Tepat Waktu,Software Developer
MHS01160,Bisnis Digital,3.38,3.51,89,108,1,Menengah,Kurang,Ya,3,6,Part-time,3,8,Tepat Waktu,Digital Marketing
MHS01161,Bisnis Digital,3.53,3.28,68,118,2,Menengah,Cukup,Tidak,6,6,Freelance,3,8,Tepat Waktu,Digital Marketing
MHS01162,Komputer,3.06,2.84,73,124,0,Tinggi,Cukup,Ya,3,7,Tidak Bekerja,3,7,Tidak Tepat Waktu,Data Analyst
MHS01163,Manajemen,3.46,3.82,93,118,3,Menengah,Baik,Ya,4,5,Part-time,3,8,Tepat Waktu,Industri Manajemen
MHS01164,Manajemen,3.25,3.21,80,100,0,Menengah,Kurang,Tidak,2,5,Part-time,3,8,Tidak Tepat Waktu,Human Resource
MHS01165,Bisnis Digital,3.76,3.9,83,119,2,Rendah,Kurang,Ya,7,7,Tidak Bekerja,4,8,Tepat Waktu,E-Commerce
MHS01166,Manajemen,3.19,3.58,74,87,4,Tinggi,Baik,Ya,0,5,Tidak Bekerja,3,4,Tidak Tepat Waktu,Industri Manajemen
MHS01167,Manajemen,3.06,3.1,100,126,2,Tinggi,Cukup,Tidak,3,6,Tidak Bekerja,2,6,Tepat Waktu,Industri Manajemen
MHS01168,Bisnis Digital,2.94,2.91,88,109,4,Tinggi,Cukup,Ya,3,6,Part-time,5,5,Tidak Tepat Waktu,E-Commerce
MHS01169,Komputer,2.87,2.68,90,81,1,Tinggi,Cukup,Tidak,1,3,Tidak Bekerja,3,5,Tidak Tepat Waktu,Industri Teknologi
MHS01170,Manajemen,3.48,3.4,88,114,3,Menengah,Baik,Tidak,4,5,Tidak Bekerja,4,7,Tepat Waktu,Industri Manajemen
MHS01171,Bisnis Digital,3.35,3.26,100,125,0,Rendah,Cukup,Tidak,1,3,Tidak Bekerja,5,8,Tepat Waktu,Digital Marketing
MHS01172,Bisnis Digital,3.43,3.26,78,124,1,Rendah,Cukup,Tidak,5,6,Part-time,2,4,Tepat Waktu,Wirausaha Digital
MHS01173,Bisnis Digital,3.3,3.11,66,96,0,Rendah,Cukup,Ya,3,7,Tidak Bekerja,2,9,Tepat Waktu,E-Commerce
MHS01174,Manajemen,3.55,3.88,83,113,0,Menengah,Cukup,Tidak,1,6,Part-time,4,6,Tepat Waktu,Pemerintahan
MHS01175,Komputer,3.18,2.87,80,118,2,Rendah,Kurang,Ya,5,7,Tidak Bekerja,3,5,Tidak Tepat Waktu,Lanjut Studi
MHS01176,Komputer,3.18,3.41,77,106,1,Tinggi,Baik,Ya,4,4,Tidak Bekerja,3,7,Tepat Waktu,Software Developer
MHS01177,Bisnis Digital,3.77,4.0,98,113,1,Tinggi,Baik,Tidak,4,4,Tidak Bekerja,3,7,Tepat Waktu,Lanjut Studi
MHS01178,Bisnis Digital,3.29,2.98,96,108,2,Rendah,Cukup,Tidak,2,5,Tidak Bekerja,2,6,Tepat Waktu,E-Commerce
MHS01179,Komputer,3.09,3.09,90,144,2,Menengah,Kurang,Tidak,6,6,Tidak Bekerja,4,7,Tepat Waktu,Startup
MHS01180,Komputer,3.38,3.49,100,132,0,Tinggi,Cukup,Ya,4,7,Tidak Bekerja,5,10,Tepat Waktu,Software Developer
MHS01181,Manajemen,3.27,2.99,85,109,1,Tinggi,Cukup,Tidak,0,7,Tidak Bekerja,3,5,Tidak Tepat Waktu,Human Resource
MHS01182,Komputer,3.1,3.45,83,127,2,Menengah,Kurang,Ya,0,7,Freelance,2,5,Tepat Waktu,Startup
MHS01183,Manajemen,2.95,3.12,82,102,2,Menengah,Cukup,Ya,3,6,Tidak Bekerja,3,7,Tidak Tepat Waktu,Marketing
MHS01184,Manajemen,3.22,2.88,81,115,4,Menengah,Cukup,Tidak,2,8,Tidak Bekerja,1,8,Tidak Tepat Waktu,Industri Manajemen
MHS01185,Komputer,3.82,4.0,85,133,4,Menengah,Cukup,Tidak,3,8,Tidak Bekerja,3,6,Tepat Waktu,Lanjut Studi
MHS01186,Manajemen,3.51,3.63,76,128,0,Menengah,Cukup,Ya,3,5,Part-time,3,5,Tepat Waktu,Wirausaha
MHS01187,Bisnis Digital,3.48,3.69,87,130,1,Tinggi,Cukup,Tidak,1,3,Part-time,4,7,Tepat Waktu,Content Strategist
MHS01188,Manajemen,3.47,3.58,82,100,2,Tinggi,Cukup,Ya,1,4,Freelance,2,5,Tepat Waktu,Wirausaha
MHS01189,Komputer,3.5,3.38,76,144,2,Tinggi,Baik,Ya,1,4,Freelance,3,7,Tepat Waktu,Industri Teknologi
MHS01190,Komputer,3.7,3.47,92,125,4,Rendah,Kurang,Tidak,3,6,Freelance,4,3,Tepat Waktu,Startup
MHS01191,Bisnis Digital,3.11,3.22,88,127,0,Rendah,Kurang,Tidak,4,6,Tidak Bekerja,3,6,Tepat Waktu,Wirausaha Digital
MHS01192,Komputer,4.0,3.9,68,120,1,Menengah,Cukup,Ya,2,3,Part-time,3,8,Tepat Waktu,Industri Teknologi
MHS01193,Manajemen,3.13,3.05,88,95,3,Menengah,Cukup,Ya,3,6,Part-time,3,4,Tidak Tepat Waktu,Wirausaha
MHS01194,Komputer,2.91,2.63,76,101,2,Rendah,Cukup,Ya,3,5,Freelance,2,10,Tidak Tepat Waktu,Data Analyst
MHS01195,Bisnis Digital,3.19,3.17,74,115,3,Menengah,Cukup,Ya,0,4,Part-time,2,9,Tepat Waktu,Wirausaha Digital
MHS01196,Manajemen,3.57,3.72,87,135,1,Menengah,Cukup,Ya,0,5,Freelance,2,6,Tepat Waktu,Wirausaha
MHS01197,Bisnis Digital,3.16,3.47,90,120,2,Menengah,Kurang,Tidak,3,5,Tidak Bekerja,3,6,Tepat Waktu,E-Commerce
MHS01198,Bisnis Digital,3.46,2.97,95,126,0,Rendah,Baik,Ya,2,5,Tidak Bekerja,3,7,Tepat Waktu,Digital Marketing
MHS01199,Bisnis Digital,3.3,3.19,78,112,3,Rendah,Cukup,Ya,6,5,Part-time,4,9,Tepat Waktu,Digital Marketing
MHS01200,Manajemen,3.77,3.42,92,133,1,Menengah,Cukup,Ya,0,4,Tidak Bekerja,4,6,Tepat Waktu,Pemerintahan
MHS01201,Bisnis Digital,3.68,3.91,75,123,3,Menengah,Cukup,Ya,4,9,Tidak Bekerja,1,5,Tepat Waktu,Lanjut Studi
MHS01202,Manajemen,3.33,3.29,85,139,0,Rendah,Kurang,Ya,1,1,Tidak Bekerja,4,10,Tepat Waktu,Wirausaha
MHS01203,Bisnis Digital,3.43,3.43,95,107,2,Menengah,Baik,Ya,2,5,Part-time,4,5,Tepat Waktu,Startup
MHS01204,Manajemen,3.18,3.36,93,108,5,Tinggi,Baik,Ya,0,8,Part-time,2,8,Tepat Waktu,Industri Manajemen
MHS01205,Komputer,2.84,2.97,89,125,4,Tinggi,Cukup,Tidak,3,5,Tidak Bekerja,2,7,Tidak Tepat Waktu,Software Developer
MHS01206,Manajemen,3.47,3.38,88,123,3,Rendah,Cukup,Tidak,1,3,Tidak Bekerja,3,6,Tepat Waktu,Industri Manajemen
MHS01207,Bisnis Digital,3.0,2.77,79,121,3,Menengah,Cukup,Ya,2,7,Tidak Bekerja,3,6,Tidak Tepat Waktu,Startup
MHS01208,Manajemen,3.23,3.02,75,134,1,Tinggi,Kurang,Tidak,1,5,Tidak Bekerja,2,6,Tidak Tepat Waktu,Marketing
MHS01209,Komputer,2.88,2.91,73,110,1,Menengah,Kurang,Tidak,5,2,Tidak Bekerja,2,2,Tidak Tepat Waktu,Software Developer
MHS01210,Komputer,2.69,2.61,79,92,0,Rendah,Kurang,Tidak,2,4,Tidak Bekerja,3,6,Tidak Tepat Waktu,Data Analyst
MHS01211,Manajemen,3.54,3.74,67,122,4,Rendah,Baik,Ya,1,7,Tidak Bekerja,2,7,Tepat Waktu,Human Resource
MHS01212,Bisnis Digital,2.82,3.2,85,104,4,Tinggi,Cukup,Ya,5,8,Tidak Bekerja,2,5,Tidak Tepat Waktu,Wirausaha Digital
MHS01213,Komputer,3.12,2.92,98,90,1,Menengah,Cukup,Ya,3,3,Tidak Bekerja,2,7,Tepat Waktu,Software Developer
MHS01214,Bisnis Digital,3.38,3.31,81,136,0,Menengah,Kurang,Ya,5,5,Tidak Bekerja,3,8,Tepat Waktu,E-Commerce
MHS01215,Bisnis Digital,3.96,4.0,73,131,2,Menengah,Baik,Ya,1,6,Part-time,3,7,Tepat Waktu,Lanjut Studi
